source_file,status,title,classification,employer,location,employment_type,salary_compensation,experience,required_education,date_closed,date_other,description,duties,required_skills_qualifications,desired_skills_qualifications,required_physical,benefits
huh-2021-curatorial-assistant-ii-digitizer.pdf,ok,Curatorial Assistant II,Not specified,Harvard University,"Cambridge, MA, USA — on-site",Full-time,Not specified,One year of museum collections experience or related coursework in the field of plant biology,Not specified,Not specified,"2021-08-22 (estimated from posting date of 2021-07-22, approximately one month after posting)",The Curatorial Assistant II will work under the direct supervision of the Director of Collections to data base and image plant specimens at the Harvard University Herbaria (HUH).,"Locating plant material pertinent to the respective digitization project in the HUH collections | Barcoding the specimens | Capturing of digital images | Data basing of label information, including georeferencing | Work may also involve some conservation and repair of damaged specimens | May perform other related general curatorial duties as required","One year of museum collections experience or related coursework in the field of plant biology | Detail oriented and able to perform repetitive tasks | Excellent interpersonal skills | Must be flexible and willing to take on new assignments | Experience working both independently with minimal supervision and collaboratively with other team members | Good written and verbal communication skills | Knowledge of PC/Mac computer platforms and Microsoft Office software, including Microsoft Word, Excel, and Access | Comfort with learning new software applications",Not specified,"Regularly required to reach with hands and arms and lift and/or move up to 10 pounds | Occasionally lift and/or move up to 25 pounds | Rarely lift and/or move up to 40 pounds | Regular working positions are to sit and/or stand at a work station such as imaging station and computer | Occasionally required to get up a step stool or kneel | Specific vision abilities required by this job include close vision, distance vision, color vision, and ability to adjust focus",Not specified
huh-2021-curatorial-assistant-ii.pdf,ok,Curatorial Assistant II,Not specified,Harvard University (Faculty of Arts and Sciences),"Cambridge, MA, USA — on-site",Full-time,Not specified,At least one year of herbaria experience or plant biology coursework,BA/BS preferred,Not specified,"2021-08-23 (estimated from posting date of 2021-07-23, assuming ~30-day window)",The Curatorial Assistant position assists with the mounting of vascular plant collection.,"Prepares pressed and dried botanical specimens from incoming gifts and exchanges for permanent mounting and inclusion into the collections. | Duplicates labels, when necessary and affixes labels, fragment packets, and specimens to herbarium paper. | Makes necessary repairs on specimens in the collection. | Assists with educational tours by giving mounting demonstrations. | Trains new staff members, temporary staff, and interns as needed. | Assists with special projects and performs other related duties as required.","At least one year of herbaria experience or plant biology coursework. | Detail oriented, with excellent interpersonal skills. | Must be flexible and willing to take on new assignments. | Experience working both independently with minimal supervision and collaboratively. | Good written and verbal communication skills. | Knowledge of PC/Mac computer platforms, Zoom, Microsoft Office software, including Microsoft Word, Excel, and Access, and comfort with learning new software applications.",BA/BS preferred.,Not specified,Not specified
harvard-natural-history-librarian-2024.pdf,ok,Head of the Natural History Library Collections (Ernst Mayr and Botany Libraries),Not specified,Harvard University / Harvard College Library,"Cambridge, MA, USA; Hybrid (partially on-site, partially remote)",Full-time,"$102,300 to $179,100 annually",4-6 years related management experience in a research library,"ALA accredited MLS or equivalent experience in academic library administration | Master's degree in a related field, or other background in natural history subjects",Not specified,"2024-09-06 (estimated from stated application deadline: 'applicants are strongly encouraged to apply by end of day on September 6, 2024')","Harvard Library seeks an innovative librarian with proven experience in natural history librarianship to develop a vision for the next phase of services and spaces supporting the natural history domain and across disciplines. Reporting to the Director for Sciences and Engineering Services (SES) within the Faculty of Arts and Sciences (FAS) Libraries, the head will oversee the Ernst Mayr Library for the Museum of Comparative Zoology (MCZ) and the Botany Libraries of the Harvard University Herbaria (HUH), and support the students, faculty, curators, and researchers in areas of natural history (including: zoology, botany, ecology, forestry, natural history, biodiversity, paleontology, marine biology, oceanography) and biology. The head will also work with the librarian at the Arnold Arboretum and the Harvard Forest.","Direct the strategic planning process for the natural history library collections in both Ernst Mayr and the Botany Libraries. | Plan, develop, administer, and evaluate library services to curators, faculty, staff, students, and visiting researchers. | Maintain administrative oversight of the Ernst Mayr Library and the Botany Libraries. | Prepare and recommend the annual budget, monitor budget expenditures. | Collaborate and coordinate with the directors of the Museum of Comparative Zoology (MBZ) and the Harvard University Herbaria (HUH) on the use of the spaces, coordination with museum collections, and future planning. | Manage the Ernst Mayr and Botany libraries facilities in collaboration with MCZ and HUH building operations. | Prioritize and lead multiple projects while meeting deadlines and budget targets. | Recruit, hire, manage, and evaluate staff. | Promote staff development activities. | Work collegially with peers and colleagues across the Harvard Library in a variety of committees and working groups. | Maintain awareness of national trends and developments in STEM librarianship with particular focus on areas of natural history and museum libraries. | Contribute to professional organizations at the national level, recognize library trends and opportunities, and use this knowledge to enrich local programs and strategic planning in Harvard's science libraries. | Collaborate with faculty and colleagues across the library system to ensure continuing excellence in the STEM and cross-disciplinary research and instruction programs. | Collaborate with colleagues to develop effective strategies to meet user needs. | Collaborate with colleagues throughout the Harvard Library working in Research, Teaching, and Learning. | Provide reference and instruction services as needed in support of subject librarians. | Coordinate the management of the collections for Ernst Mayr and the Botany Libraries to ensure the selection and maintenance of well-balanced collections to support the teaching and research programs at Harvard. | Oversee and support, in collaboration with the Senior Archivist, the local management of special collections and archives in both libraries that support the work of the museum curators and visiting researchers. | Promote cooperative planning for collections, services, and preservation of materials. | Supervise and evaluate outreach efforts to the various academic departments and programs. | Plan and implement a program of library services that meet the teaching and research needs of diverse departments by developing relationships within and among departments to ensure librarians have a working rapport with faculty and curators. | Promote collections and services both locally Harvard researchers and globally to natural history and biodiversity researchers and organizations. | Participate actively in professional organizations, authoring and presenting papers. | Support and approve loans of materials for exhibits both within and outside Harvard. | Maintain collaborative programs with area institutions. | Create a strategic vision for the digital library that ensures library participation in international digital initiatives for STEM disciplines to provide open access to unique collections, building upon continued engagement with the Biodiversity Heritage Library. | Envision library initiatives to support scholarly communications and open access in collaboration and alignment with the Director of Open Scholarship and Research Data Services (OSRDS). | Collaborate with the Data Services Librarian for Sciences to facilitate innovative digital services and support faculty research that benefit the Harvard STEM community.","ALA accredited MLS or equivalent experience in academic library administration | Master's degree in a related field, or other background in natural history subjects | 4-6 years related management experience in a research library","Experience with museum library work | Proven leadership, management, and excellent interpersonal skills | Demonstrated knowledge of emerging trends in science research and learning which affect library service | Demonstrated ability to foster and manage change in a fast-paced environment | Demonstrated ability to foster teamwork | Experience with the Ex Libris/Alma library management system | Experience with Aeon for special collections | Demonstrated commitment to equity, diversity, inclusion, belonging, and antiracism | Ability to collaborate effectively in a decentralized matrix environment | Demonstrated ability to engage with faculty and students | Record of professional and scholarly accomplishments | Excellent written and oral communication skills | Demonstrated experience supporting the professional development of staff","There are no notable physical demands associated with this position. | May interact with collections that may contain dust, mold, or other contaminants. | At times may work in basements, attics, warehouses, and other records storage areas. | At times will need to travel locally or more broadly.","Paid Time Off: 3-4 weeks of accrued vacation time per year (3 weeks for support staff and 4 weeks for administrative/professional staff), 12 accrued sick days per year, 12.5 holidays plus a Winter Recess in December/January, 3 personal days per year (prorated based on date of hire), and up to 12 weeks of paid leave for new parents who are primary care givers. | Health and Welfare: Comprehensive medical, dental, and vision benefits, disability and life insurance programs, along with voluntary benefits. Most coverage begins as of your start date. | Work/Life and Wellness: Child and elder/adult care resources including on campus childcare centers, Employee Assistance Program, and wellness programs related to stress management, nutrition, meditation, and more. | Retirement: University-funded retirement plan with contributions from 5% to 15% of eligible compensation, based on age and earnings with full vesting after 3 years of service. | Tuition Assistance Program: Competitive program including $40 per class at the Harvard Extension School and reduced tuition through other participating Harvard graduate schools. | Tuition Reimbursement: Program that provides 75% to 90% reimbursement up to $5,250 per calendar year for eligible courses taken at other accredited institutions. | Professional Development: Programs and classes at little or no cost, including through the Harvard Center for Workplace Development and LinkedIn Learning. | Commuting and Transportation: Various commuter options handled through the Parking Office, including discounted parking, half-priced public transportation passes and pre-tax transit passes, biking benefits, and more. | Harvard Facilities Access, Discounts and Perks: Access to Harvard athletic and fitness facilities, libraries, campus events, credit union, and more, as well as discounts to various types of services (legal, financial, etc.) and cultural and leisure activities throughout metro-Boston."
huh-2021-curatorial-assistant-iii.pdf,ok,Curatorial Assistant III,Not specified,Harvard University,"Cambridge, MA, USA — on-site",Full-time,Not specified,Minimum of two years of collection experience required,College background in plant biology or related field,Not specified,"2021-08-22 (estimated from posting date of 2021-07-22, assuming ~30-day posting window)",This position is responsible for general curation of the vascular plant herbarium.,"Processes outgoing and returned loans, borrows, gifts, exchanges; miscellaneous and image requests for researchers; including transaction paperwork. | Prepares and inserts labels for newly acquired specimens. | Sorts and files newly mounted specimens into the collection; audits specimens in the herbaria for needed repair and makes minor repairs. | Conducts pest management for part of the collection. | May recommend to the Curator team taxonomic groups in need of revision and assist with the reorganization of the collections using taxonomic publications, including annotating specimens according to citations. | Adds new records to the specimen database; updates existing records; and reports bugs from the database. | May serve as a principal source of specialized information on the collection according to expertise. | May organize and distribute work and train interns, volunteers, and other curatorial staff. | Assists and orients visitors and answers questions or correspondence related to the collections. | Organizes, prepares, and leads tours for educational purposes. | Participates in logistical and curatorial projects (special projects) and performs related job duties as required.",College background in plant biology or related field | Minimum of two years of collection experience required,"BA/BS degree preferred | Experience working in an herbarium preferred | Must be detail oriented | Ability to work independently as well as part of a team | Good knowledge of plant biology strongly preferred | Proactive problem solver with good judgement to know when to include manager | Familiarity with computers, Zoom and Microsoft Office | Excellent communication and organizational skills","Repetitive motion when databasing or imaging | Lifting boxes with specimen material and supplies (e.g., herbarium paper, genus and species folders) up to 40 pounds | Climbing ladders and step stools",Not specified
huh-digitization-mgr-2022.pdf,ok,Digitization Manager,Not specified,"Harvard University, Faculty of Arts and Sciences","Cambridge, MA, USA; on-site",Full-time,"$70,800 - $119,000/yr (Salary Grade 057, FY23 range)",5+ years of related experience (education may count towards experience),"Master's degree in Biology, Museum Studies, Anthropology, or related field",Not specified,"2022-12-23 (estimated from posting date of 23-Nov-2022, assuming ~30-day posting window)",The Digitization Manager will work under the direct supervision of the Director of Collections and work closely with HUH's IT team and curatorial staff.,"Supervision and training of digitization staff | Manage all regular project operations of the digitization such as organizing and coordinating of the project workflows | Ensuring that digitization protocols are in place and met | Aggregating and making accessible online specimen metadata | Provide data quality control, analytics of data, and coordinate and deliver progress reports | Work closely with partner institutions from collaborating herbaria | Serve as a liaison to iDigBio in digitization activities | Participate in regular meetings and workshops | Databasing that includes full data capture, minimal data capture or skeletal data capture, relevant to the task at hand | Image specimens using a variety of equipment and software | Add georeference data of specimens and update specimen records in database | General curatorial tasks will include sorting and filing specimens as well as minor repairs to ensure that the Herbaria collections are curated and cared for properly","Master's degree in Biology, Museum Studies, Anthropology, or related field | 5+ years of related experience | Knowledge of biodiversity informatics, digital resource management, specimen digitization, databasing, and georeferencing in natural history museums | Extensive knowledge and experience in biodiversity data science, standards (e.g., Darwin Core), digitization best practices, specimen imaging, image processing and submission, access and use of SQL databases, comprehensive management and quality control for images, occurrence data, workflows, interfaces, and publishing occurrence data | Strong and outgoing interpersonal communication skills with the ability to lead a team | Excellent verbal and written communication, incl. writing technical reports | Proficiency with computer software (e.g., Word, Excel, Photoshop) | Good judgment, analytical thought, attention to detail, creative, high level of organization, and innovation in solving problems that occur day to day",Advanced degree preferred,Not specified,"Time Off: 3-4 weeks paid vacation, paid holiday break, 12 paid sick days, 12.5 paid holidays, and 3 paid personal days per year | Medical/Dental/Vision: We offer a variety of excellent medical plans, dental & vision plans, all coverage begins as of your start date | Retirement: University-funded retirement plan with full vesting after 3 years of service | Tuition Assistance Program: Competitive tuition assistance program, $40 per class at the Harvard Extension School and discounted options through participating Harvard grad schools | Transportation: Harvard offers a 50% discounted MBTA pass as well as additional options to assist employees in their daily commute | Wellness Options: Harvard offers programs and classes at little or no cost, including stress management, massages, nutrition, meditation and complimentary health services | Harvard access to athletic facilities, libraries, campus events and many discounts throughout metro Boston"
humboldt-vert-coll-mgr-2022.pdf,ok,Vertebrate Museum Collections Manager,"Instructional Support Technician II, Class Code 1617",Cal Poly Humboldt (California State University),"Arcata, California, USA; on-site",Full-time,"$3,907 - $6,779/month","Experience in specimen collection, preparation, curation and/or collections management in an academic, professional, or research environment",B.A or B.S. in Biological Sciences or a related field with a preference for vertebrate zoology or equivalent experience,2022-07-21,Not specified,"The Collections Manager ensures the long-term stability, regular maintenance, and growth of the Vertebrate Museum collections at Cal Poly Humboldt. The Cal Poly Humboldt Vertebrate Museum collections currently total over 15,000 specimens, including mammals, reptiles and amphibians that serve as a center for specimen-based research and teaching in ecology, evolution and conservation of vertebrates. The Collection Manager is responsible for all aspects of collection organization, specimen preparation, documentation, conservation, processing of loans, regular pest control, monitoring of accessioned materials, and reporting to the Curator of the Vertebrate Museum, as well as support for classroom instruction, particularly in Mammalogy.","Caring for, maintaining, and organizing research and teaching collections | Cataloging specimens, collating and recording data from specimens | Assisting in the development and maintenance of digital specimen databases (including one for the tissue collection) | Repairing damaged specimens | Performing pest management | Coordinating specimen use in teaching laboratories | Maintaining the dermestid beetle colony | Preparation and identification of museum specimens of terrestrial and marine mammals, amphibians, and reptiles | Assisting with the collection of specimens from the field or from reporting parties | Preparation and maintenance of fluid specimens, skins, skulls, skeletal mounts, and cryogenic genetic resources | Supervising student assistants/volunteers | Correspondence with state and federal agencies and other museums | Permit management | Inventorying and seeking sources of supplies, chemicals, and equipment | Processing of loans | Maintenance of equipment","Knowledge of vertebrate classification (particularly mammals, amphibians and reptiles) and be familiar with taxonomic keys and key reference works | Able to recognize and identify local mammalian species, as well as worldwide families, and know the anatomy of key skeletal features | Experienced with specimen preparation, including skins/skulls, fluids, and skeletal articulations | Knowledgeable about tissue collection procedures; ecto/endoparasite preservation; and fecal sampling | Proficiency with Microsoft Office and knowledge of computer databases (currently using VertNet and Arctos) | Effective communication, interpersonal, organizational, and collaborative team-based skills | Experienced or interested in supervising and training students and volunteers | Able to work effectively both independently and directly with the current faculty who teach courses involving material from the Vertebrate Museum","M.S. or PhD in evolutionary biology, vertebrate zoology, or related scientific discipline | Familiarity with taxonomy and identification of mammals and herps of California | Working knowledge of state, federal, and international regulations (CITES, Nagoya, etc.) as applied to collection import/export, permitting, and curation standards | Experience with Excel and DarwinCore-based systems | Mentoring experience | Interest or experience teaching mammalogy to diverse audiences | Collaborative individual with research interests in local vertebrate species","Must be able to lift 50 pounds, team lift large specimens, and be comfortable lifting specimens while on ladders | The Collections Manager may be exposed to a variety of chemicals and needs to work safely with a variety of potentially hazardous chemicals",Outstanding vacation plans | Medical plans | Dental plans | Vision plans | Life insurance | Voluntary pre-tax health and dependent care reimbursement accounts | Fee waiver education program | Membership in the California Public Employees Retirement System (PERS) | 14 paid holidays per year
idigbio-eodi-coordinator-2022.pdf,ok,iDigBio EODI Coordinator,Education/Training Spec II,University of Florida,"Main Campus, Gainesville, FL — on-site",Staff Full-Time,"$65,000.00; commensurate with education and experience",Four years of relevant experience (minimum); at least two years of relevant experience with Master's degree (preferred),"Bachelor's degree in an appropriate area and four years of relevant experience, or an equivalent combination of education and experience",2022-10-11,Not specified,Not specified,"Coordination of communication among the members of the iDigBio EODI subcommittee, including: organizing and implementing periodic EODI meetings, documenting the meetings, disseminating information, etc. | Develop a calendar of EODI activities at iDigBio and prepare EODI reports for iDigBio. | Report on the EODI activities of the TCNs. | Develop, maintain, and update EODI content for the iDigBio website and related websites. | Participate in the regular meetings of the iDigBio Steering Committee, TCN Advisory Committee, Core Team, EODI team, etc. | Lead exhibit tables at festivals and fairs that have iDigBio-related content, e.g., Butterfly Fest, Earth Day, and Can You Dig It events at the Florida Museum, as well as other regional, statewide, and national science fairs and festivals. Develop materials that could be (re-)used at these events (e.g., exhibit props, brochures, posters, etc.). | Lead the planning and implementation of EODI workshops sponsored by iDigBio. | Attend professional meetings and present, or report on iDigBio EODI activities. | Promote iDigBio services and/or educational and outreach programs through meetings with civic clubs and organizations. | Provide leadership in the development, promotion, and delivery of Diversity and Inclusion activities on behalf of iDigBio, to include connecting with NSF INCLUDES, providing workshops focused on inclusion, broadening participation, and the increase of diversity in professions of the biological sciences as well as iDigBio, tracking diversity indicators for the biodiversity science community to be included in reports to NSF, and partnering with the Office of Academic Support to produce the annual iDigTRiO conference. | Seek and inform project leadership of diversity grant funding and work with project leadership in preparing grant proposals. | Via a liaison within each Thematic Collection Network (TCN), develop and manage a schedule of current and projected EODI activities. This list should be available in the general calendar on the iDigBio website and therefore available for access by all potential stakeholders. Determine synergies among the TCNs and communicate this to the liaisons in an effort to grow network, collaboration, and outreach programs. | Develop regular communication with each TCN EODI point person via email, e-newsletters, wikis, blogs, etc. | Communicate special events and opportunities that would be of general interest to one or more TCNs. | Team with TCN partners and other collaborators on developing and implementing diversity and inclusion activities in conjunction with or independent of iDigBio. | Facilitate communication among iDigBio, TCNs, and other stakeholders via e-communication and social media. | Organize and lead a virtual meeting of the iDigBio EODI subcommittee and representatives of each TCN. | Research, develop, and help to network common activities, to facilitate and grow EODI activities and collaborations. | Participate and/or lead portions of workshops and meetings that have EODI content and report back to iDigBio on these activities. | Actively look for additional ways to engage other downstream users with relevance to EODI, e.g., K12 formal education, 4-H, Audubon, Seniors, underrepresented populations. | Develop linkages and partnerships with these entities. | Develop proposals for projects that achieve iDigBio goals and objectives. | Perform other relevant tasks as requested by project leadership and administration.","Bachelor's degree in an appropriate area and four years of relevant experience, or an equivalent combination of education and experience. | Must have a valid driver's license.","Master's degree with at least two years of relevant experience in a STEM field relevant to iDigBio, museum operations, digitization workflows, and/or science education (either formal or informal learning). | Experience with developing education, outreach, diversity, and/or inclusion plans for higher education and/or grants. | A strong understanding of biodiversity collections is highly desired. | Demonstrated ability to communicate and collaborate effectively with university administrators, faculty, and staff.",Not specified,Not specified
igu-digital-collections-manager-2020.pdf,ok,Digital Collections Manager,PAE-3IT,Indiana Geological & Water Survey (Indiana University),"Bloomington, Indiana, USA; on-site (implied)",Not specified,Not specified,"Two years of work experience is required, five years preferred, in the areas of metadata structures, knowledge organization, application support, or documentation.","A Bachelor's Degree is required with preference given to candidates with a Master's Degree. The candidate should have certifications or coursework in Information or Library Science, Computer Science, Museum Studies, or related disciplines.",2020-09-03,Not specified,"The Indiana Geological and Water Survey (IGWS), a research institute of Indiana University (IU), seeks applications for a digital collections manager (DCM) who will collect, manage, and distribute digital data as part of the IGWS mission and for deliverables to external grants.","Implement and monitor policies and procedures for data handling and information flow for all IGWS collections database systems | Manage and provide oversight of table structures, lexicons and data standards | Oversee and monitor database integrity, record management, and data entry consistency of the IGWS's Digital Asset Management System (DAMS) | Play a supporting role in the development, administration, and implementation of the Survey's central collections management system | Co-lead IGWS digitization activities | Be the technical manager of the Survey's DAMS | Provide expertise and training to allow the Survey's database systems to be fully utilized by staff | Assist management in assessing and analyzing data | Provide senior management with information needed for strategic decision-making | Researching, planning, coordinating and monitoring systems upgrades | Researching other database applications, making recommendations, and developing long-term plans for testing, implementation, and data conversion of each system | Monitoring those conversion and integration processes with existing database systems","Excellent oral, written, and interpersonal communication skills | A customer service attitude and a willingness to work in a team-oriented environment | Creativity in identifying complex problems and finding solutions quickly and accurately | Attention to detail in communicating technical issues and implementing solutions | Mental discipline in resolving software problems | Ability to change priorities as a project expands or project needs change | Ability to use a personal computer, scanners, and other reproduction and recording devices, as well as digitization and digital conservation equipment and materials | Two years of work experience in the areas of metadata structures, knowledge organization, application support, or documentation | Bachelor's Degree | Certifications or coursework in Information or Library Science, Computer Science, Museum Studies, or related disciplines","Master's Degree | Five years of work experience in the areas of metadata structures, knowledge organization, application support, or documentation","Must be able to use a personal computer, scanners, and other reproduction and recording devices, as well as digitization and digital conservation equipment and materials.",Collaborative opportunities with other DCMs and information specialists across the IU-Bloomington Campus and with DCMs at other state surveys
il-state-museum-dam-mgr-2021.pdf,ok,Digital Assets Manager,Not specified,Illinois State Museum Society,"Springfield, IL, USA; on-site","Full-time, Contract (Two-Year appointment)","$35,000 to $55,000 (commensurate with experience)",2-3 years of prior digital database software experience in a museum or similar cultural collections settings such as universities or libraries,"Bachelor's degree in Anthropology, Museum Studies or similar associated subject preferably with an emphasis on ethnographic studies",2021-10-29,Not specified,The Digital Asset Manager will serve as part of the Anthropology team at the direction of the Curator of Anthropology to implement digitization of approximately 8000 objects in the ethnographic collection. The position will be focused 50% on the role of being Digital Asset Manager and 50% on the role of being a research assistant to the Curator of Anthropology.,"Implement digitization of approximately 8000 objects in the ethnographic collection | Object inventories, photographing objects, scanning, or otherwise digitizing supplemental research associated with the ethnographic collection | Assessing object condition, rehousing objects according to museum safe storage best practices | Join the Collections team in the ongoing transfer of collections data to a new collection management system (CMS) | Creation and documentation of metadata, digital images, workflows of cataloging and all such data from the ethnographic collections that will be migrated to the new CMS | Serve a lead role overseeing the ethnographic collections actively researching and assisting the Curator of Anthropology as a research assistant | Work with the CMS's company's staff tech expert(s) and the Museum's information technology curator with support of the Anthropology curator(s) and registrars | Providing training for new system users | Play a key role in the future of ISM online curated experiences and collections data served on the website","Solid knowledge of technology, object photography and scanning of collection objects | Experience with collections management systems (CMS) as well as a general understanding of database design and functions | Excellent research skills and substantial research experience and knowledge in the fields of anthropology or ethnography or similar associated subject | Good communication, organization skills and be detail oriented | Experience handling a range of objects and materials and caring for cultural objects | 2-3 years of prior digital database software experience in a museum or similar cultural collections settings such as universities or libraries",Bachelor's degree with an emphasis on ethnographic studies (preferred),Not specified,Not specified
inhs-scientific-specialist-biodiversity-informatics.pdf,ok,"Scientific Specialist, Biodiversity Informatics",Not specified,"Illinois Natural History Survey, Prairie Research Institute, University of Illinois at Urbana-Champaign","Champaign, Illinois, USA; on-site",Full-time,"$50,000 - $65,000, depending on qualifications and experience","Significant experience in design, interface development, and user-experience design, assessment, and testing. Significant experience in script-based languages, preferably in JavaScript.","Bachelor's degree in Computer Science, Information Science, Design, Software Architecture or related field. Alternate degree fields will be considered depending on the nature and depth of the experience as it relates to this position.",2020-01-31,Not specified,"INHS is seeking a Scientific Specialist who will Support biological research activities of the Survey by researching, designing, and creating prototype interface and experiences that accelerate biodiversity-centric software developed by the Species File Group. This position is located in Champaign, Illinois.","Research and design biologist-serving user interfaces and user-experiences for workflows that serve biodiversity science. | Implement prototypes using modern frameworks. | Design, implement and maintain interfaces to pipelines for aggregating biodiversity data. | Build machine-assisted, user-driven interfaces for curating biodiversity data stores. | Identify data algorithms and specialized computer software to facilitate data curation via user-interfaces. | Deliver results as whitepapers and open-sources libraries. | Work with Survey Scientist and support staff to facilitate digital biological data storage and management. | Work with providers related services to ensure interoperability and long-term sustainability. | Collaborate with other developers to form a cohesive workflow for biodiversity informatics. | Study and improve performance prototype and production interfaces using quantitative and qualitative measures. | Objectively test prototypes. | Perform other duties in order to further the mission and goals of the Survey, PRI, and the University of Illinois. | Keep abreast of developments in this discipline.","Significant experience in design, interface development, and user-experience design, assessment, and testing. | Significant experience in script-based languages, preferably in JavaScript. | Creative efforts that have a demonstrable means of success. | Demonstrated commitment to open-source communities. | Relationship and application of script-based languages and their role in user-interface development. | Effective communication, personal relations, collaboration, organizational, teamwork, and leadership skills. | Demonstrated ability to perform effectively in a diverse and fast-paced work environment consisting of multiple and changing priorities with stringent deadlines, under minimal supervision. | Attention to detail, sound judgment, and strong conflict resolution skills. | Proficiency in commonly-employed software and databases.",Demonstrated experience with modern UI and UX principles and a creative artistic foundation. | Demonstrated ability to find and implement existing libraries that can prototype research products. | Valid Driver's License.,"Will involve travel. Overnight travel may be necessary to fulfill the responsibilities of this position. | The work of this position takes place in an office setting. | The work is sedentary and involves remaining in a stationary position for extended periods of time working at a computer, using a keyboard and mouse, and using repetitive hand motions.","Regular full-time academic professional appointment, renewable annually based upon satisfactory progress in the position and continued funding."
jepson-coll-mgr-2022.pdf,ok,Collections Manager,Not specified,"University of California, Berkeley – University and Jepson Herbaria","Main Campus-Berkeley, California, USA; on-site",Full-time,"$27.09 - $28.16/hr (Step 1.0 - 3.0), bi-weekly paid, non-exempt",Not specified,A Bachelor's or equivalent international degree and/or equivalent training or experience.,Not specified,2022-09-07 (estimated from First Review Date stated in posting),"Under the supervision and general direction of the Herbarium Director, this position will assist in the overall management of the collections comprising over 2.2 million preserved plant specimens with an established replacement value of well over $30 million (although the specimens are in fact irreplaceable). The incumbent also assists with specimen digitizing activities. This role will apply intermediate knowledge of: Curatorial protocols and techniques to facilitate effective management of the collections of the University and Jepson Herbaria. | Herbarium networks, to facilitate research at UC Berkeley and beyond, benefiting from and contributing to the pool of knowledge of plant science and curatorial practice. | Plant systematic principles and procedures, including some familiarity with fungi, lichens, bryophytes, and algae and their classification.","Assists in basic curation of different collection types, especially bryophytes, lichens, and algae. This includes mounting, label creation, and filing specimens. | Keeps up to date with changing nomenclature and taxonomies of major groups. Implements changes where possible to be reflected in filing system. | Assist with loan requests, including processing exchanges and gifts. | Assists other staff, curators, visiting scientists, consultants, graduate students and affiliated researchers with access to collections and research materials. | Provides herbaria orientation for scientists and students. | Enters, and assists students to enter, complex collection information and images into relational database that includes detailed information on collectors, annotation history, localities, loans and nomenclature. | Assures accuracy of records particularly with regards to correcting errors arising from incomplete data entry, amendments to annotation history, locality discrepancies, nomenclatural changes. | Works closely with our curators as well as the Biodiversity Informatics Manager to maintain updated and accurate on-line specimen data.","Background knowledge in botany. | Knowledge of curatorial protocols and techniques, herbarium networks, and plant systematic principles and procedures. | Basic computer skills, with use of herbarium databases. | Excellent organizational aptitude, memory, and ability to multi-task. | Strong sense of initiative and commitment to the core missions of the herbarium. | Demonstrated personal strengths of patience, perseverance, friendliness, and respectfulness in relations with a wide range of herbarium users and staff, work-study student assistants, and volunteers. | Excellent communication skills, verbal and written.","Work experience at an institution of higher education. | Knowledge of plant systematic principles and procedures. | Familiarity with lichens, bryophytes, and/or algae and their classification. | Training in herbarium collections management techniques, including specimen preparation and collecting strategies, pest control procedures, loan protocols and proper packaging of fragile specimens for shipping.",Not specified,Full UC benefits package (eligible as full-time career position) | Details at https://ucnet.universityofcalifornia.edu/compensation-and-benefits/index.html
